CCN,critical_access,teaching_status,urban_rural,referral_center,ownership_type_simple,medicaid_caseload,disproportionate_percentage,charity_care_burden,uncomp_burden
450209,Not Critical Access,Teaching,Urban,Referral Center,Proprietary,0.063577118,0.528,0.076935577,0.118675322
450210,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,0.2324,0.066652966,0.096344595
450211,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.012213413,0.3071,0.0518599,0.069209587
450213,Not Critical Access,Teaching,Rural,Referral Center,Governmental,0.103748412,0.6722,0.116923583,0.123040638
450222,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.064118109,0.3837,0.129038582,0.152224302
450229,Not Critical Access,Non Teaching,Urban,Referral Center,Nonprofit,0.012656541,0.3446,0.042703447,0.074849956
450231,Not Critical Access,Teaching,Rural,Referral Center,Proprietary,0.017673676,0.223,0.041209788,0.059800942
450235,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.085603113,0.3913,0.051722444,0.091589283
450236,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.009954751,0.3017,0.102147104,0.109083942
450237,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.013822534,0.2852,0.104908928,0.113421838
450241,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.098958333,0.3941,0.030037499,0.062607038
450253,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.099997762,0.102204435
450271,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.015377758,0.1511,0.027917786,0.044140274
450272,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.016986581,0.3558,0.105127178,0.122759641
450289,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.248672483,0.94495,0.123788636,0.132199347
450292,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.017126546,0.4447,0.113087199,0.158242148
450324,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.012858958,0.2282,0.039357155,0.067074887
450330,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.130081301,0.5295,0.090300176,0.122865702
450346,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.009360714,0.3915,0.083313952,0.098859884
450347,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.008405716,0.1789,0.10008376,0.107176765
450348,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,0.1885,0.090719409,0.314170092
450351,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.043031649,0.32345,0.036999123,0.049463593
450352,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.051977295,0.353366667,0.029497294,0.058203767
450358,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.00746163,0.1783,0.026351138,0.029370672
450369,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.030501089,0.359366667,0.034012757,0.063959483
450370,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.18245614,0.3692,0.035294706,0.055651045
450372,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.009830762,0.231,0.064587712,0.093233432
450379,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.004511278,0.19465,0.258885447,0.364156734
450388,Not Critical Access,Teaching,Rural,Non Referral Center,Proprietary,0.023245726,0.3534,0.071822133,0.078982503
450389,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.022868134,0.3374,0.087940672,0.113485185
450395,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.036262204,0.3334,0.08689137,0.104071144
450399,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.086682427,0.3932,0.044442415,0.059201587
450400,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,0.1016,0.058468497,0.111791472
450403,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.045112276,0.3368,0.089868105,0.097100813
450411,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.126322377,0.194289319
450419,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.002699966,0.20545,0.081025252,0.095936314
450422,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.003142345,0.027204569
450424,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.026958749,0.37105,0.114412389,0.120981679
450431,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.078333274,0.3731,0.053157669,0.057041146
450447,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.093810445,0.4417,0.043845748,0.072525915
450451,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.001237624,0.017433333,0.042899821,0.070281884
450460,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,0.1034,0.0491343,0.126246621
450462,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.023874944,0.2901,0.073289667,0.09865638
450465,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.052988144,0.253633333,0.037617137,0.062186151
450469,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.026253973,0.23755,0.077501879,0.214840443
450475,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.030869565,0.3542,0.036016106,0.051143993
450484,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.173348482,0.3033,0.04396042,0.062692854
450489,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,0.4013,0.117891069,0.267845817
450498,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.002083333,NA,0.074841085,0.098222116
450508,Not Critical Access,Non Teaching,Rural,Referral Center,Governmental,0.06628855,0.6791,0.140970552,0.16243001
450518,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.028990631,0.3472,0.065314271,0.083782239
450537,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.012604518,0.2391,0.052176023,0.084436595
450539,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.021558872,0.3919,0.067696874,0.098140464
450563,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.003190148,0.048,0.048508355,0.073798554
450565,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.042287555,0.3205,0.048973936,0.072896519
450571,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.01786565,0.3172,0.0185993,0.030611037
450573,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.114180479,0.2921,0.149312816,0.162172888
450578,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.014030203,0.038828901
450584,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.001876173,NA,0.01153813,0.055566721
450586,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.203389831,0.3068,0.050474743,0.260416238
450587,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.023163228,0.3896,0.050783105,0.089347635
450596,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.29081316,0.2548,0.048525162,0.069118183
450597,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.018756699,0.354733333,0.032297723,0.06553113
450604,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.022442437,0.1603,0.077257961,0.079654646
450610,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.12741166,0.3254,0.055704228,0.085392137
450617,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.020658213,0.312,0.080242459,0.090471999
450634,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.006987144,0.2011,0.118527833,0.129019691
450638,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.185197679,0.5631,0.140104956,0.151442729
450639,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.040358919,0.3058,0.031066112,0.043912276
450641,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.086429384,0.191347958
450643,Not Critical Access,Non Teaching,Urban,Referral Center,Proprietary,0.096663636,0.58195,0.051003109,0.094800613
450644,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.091351351,0.5397,0.10413618,0.116922939
450647,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.014706763,0.3542,0.072312218,0.078776325
450651,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.009866512,0.2625,0.089706323,0.095913555
450653,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.046997389,0.4018,0.093537577,0.111187202
450654,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.086987022,0.585133333,0.037726823,0.084815221
450656,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.019325539,0.2473,0.039073478,0.050341128
450658,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,0.1797,0.0653555,0.076712657
450659,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.009238396,0.2889,0.032077908,0.049876391
450661,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.008621736,0.526733333,0.035541515,0.048869539
450662,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.079638187,0.6242,0.113315459,0.130156839
450668,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.006777823,0.2229,0.021679606,0.027919104
450669,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.025035859,0.3729,0.107964732,0.118093943
450670,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.046618357,0.2797,0.070579458,0.128071272
450672,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.004086303,0.2285,0.05187116,0.056100386
450674,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.057572452,0.5276,0.027160819,0.215668075
450675,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.030677438,0.4664,0.137440914,0.146584114
450677,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.025867996,0.289,0.085224289,0.116592645
450678,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.041752933,0.3849,0.074987132,0.160539867
450684,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.082116788,0.37695,0.098958765,0.144858562
450686,Not Critical Access,Teaching,Urban,Referral Center,Governmental,0.024677558,0.5129,0.116979727,0.125441724
450688,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.012259466,0.3783,0.147412618,0.188407363
450690,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.002066116,0.105,0.008767979,0.010203512
450694,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,0.2051,0.092305133,0.353594013
450697,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.031599787,0.59845,0.068824607,0.07931879
450698,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.387234043,0.3144,0.096817645,0.163770525
450702,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.168770912,0.3516,0.014195832,0.019076753
450709,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.011098528,0.17775,0.053778955,0.059310157
450711,Not Critical Access,Non Teaching,Urban,Referral Center,Proprietary,0.095024716,0.652,0.062107929,0.069789355
450713,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.013748993,0.2967,0.113607796,0.119346127
450718,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.032700704,0.2196,0.087751825,0.093567909
450723,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.014860869,0.3023,0.085548168,0.123064867
450730,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.000341763,0.2397,0.086700359,0.182154589
450742,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.012120526,0.3039,0.065206909,0.098033123
450743,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.067989164,0.2586,0.064142599,0.110031274
450747,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.038927779,0.26375,0.037298464,0.069381324
450755,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.025069638,0.4954,0.065429969,0.18350943
450771,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.024638686,0.2156,0.046840799,0.080890468
450774,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0.022193963
450775,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.026680127,0.32475,0.039831275,0.044310945
450779,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.015472722,0.2694,0.020527891,0.029732095
450788,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.021109691,0.4237,0.084822901,0.09146353
450801,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.006867698,0.3308,0.058931362,0.063736064
450804,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.000143062,0.0486,0.004215126,0.006232024
450808,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0.004148749
450809,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.034797651,0.3422,0.079471721,0.089909364
450820,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.008914678,0.2152,0.041000815,0.047033168
450822,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.052834825,0.44165,0.124731866,0.151978831
450825,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.003745318,0.1682,0,0.036144224
450827,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.013148283,NA,0.010730715,0.046750894
450828,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.016344725,0.3828,0.181476876,0.188574686
450831,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,0.2577,0,0.047677676
450833,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,0.172,0.090993042,0.175596604
450834,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,0.0031,0,0.003512811
450840,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.007954837,0.2037,0.047043165,0.079749929
450844,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.01942558,0.31375,0.061812696,0.069507101
450847,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.058471881,0.2491,0.0804593,0.140447544
450848,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.09649905,0.38775,0.029357267,0.040902485
450851,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.000355492,0.0637,0.018093362,0.025559327
450853,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001957905,NA,0.011520988,0.027802898
450855,Not Critical Access,Non Teaching,Urban,Referral Center,Proprietary,0.008368946,0.3583,0.035470285,0.102117974
450856,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,0.0084,0.000342218,0.003506991
450860,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.000116677,0.019163716
450862,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.117836902,0.2158,0.058823463,0.079874458
450864,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.000530363,NA,0.004605908,0.025719939
450865,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,0.1819,0.122904754,0.173846127
450867,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.035069075,0.4033,0.165887052,0.216532488
450869,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.078068099,0.6983,0.040740025,0.048353104
450871,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
450872,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.000654879,NA,0.004054039,0.047095993
450874,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.006558283,0.019180553
450875,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.011911999,0.024108541
450876,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.004881025,0.0455,0.009532408,0.016455527
450877,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
450880,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.001940083,0.009081702
450883,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.002179955,0.020362516
450885,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.004569191,0.1849,0.043869975,0.075639792
450888,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.002880709,0.079937446
450889,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.002736589,0.010167826
450890,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.003489995,0.0574,0.035160136,0.056015773
450891,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.006000616,0.023708887
450893,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001074114,NA,0.019425053,0.027317593
451300,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.032069971,NA,0.069114836,0.192209423
451301,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.058127552,0.132314977
451303,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.001422475,NA,0.043701937,0.08382505
451304,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0.078125712,0.121797298
451305,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0.141285909,0.199619167
451306,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.011111111,NA,0.109239378,0.134494123
451307,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.090631046,0.151009522
451308,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.273504274,NA,0.121666368,0.139470525
451309,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.084176242,0.112039639
451310,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.047870356,0.099936034
451311,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.092526914,0.138074332
451312,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.004149378,NA,0.063137084,0.117075464
451313,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.098166542,0.158191188
451314,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.092531379,0.136540602
451315,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.010856768,0.131416492
451316,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.173431379,0.220010217
451317,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.084048655,0.095821847
451318,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.017393716,0.052108461
451319,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.00173913,NA,0.075417433,0.090917676
451320,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.075533325,0.146080364
451322,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.269862218,0.361068768
451323,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.014159292,NA,0.063788855,0.098837291
451324,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.086855812,0.124094494
451325,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.068920494,0.103647785
451328,Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.00265252,NA,0.016416024,0.05778753
451329,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.053011902,0.113384773
451330,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.012608353,NA,0.061240072,0.100024468
451331,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.093484419,NA,0.118561531,0.179985583
451332,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.183749344,0.786419934
451333,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.102697916,0.140694217
451334,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.138670995,0.191619158
451335,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.010564633,0.029721592
451337,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.013653447,0.068616987
451338,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0.135403979,0.192116472
451339,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.088462224,0.174248884
451340,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0.175913127,0.364191665
451341,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.003976143,NA,0.053789675,0.081703267
451342,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.01436543,0.148470852
451343,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.016572259,0.034962146
451344,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.002469136,NA,0.012099393,0.043046347
451345,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.139974264,0.287989044
451346,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.074963744,0.142130416
451347,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.066390041,NA,0.071565053,0.089949585
451348,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.059056539,0.184734809
451349,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.003952569,NA,0.098575348,0.139647646
451350,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.003134796,NA,0.068760798,0.08918686
451351,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.062058722,0.129748926
451352,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.085022625,0.144246285
451353,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.006060606,NA,0.042430929,0.093279387
451354,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.109802815,0.155808034
451355,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0.087998488,0.118124689
451356,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.031358885,NA,0.134974037,0.204034809
451358,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.091552619,NA,0.043118753,0.104767152
451359,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.078833693,NA,0.019890049,0.042925423
451360,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.110121821,0.149060755
451361,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0.085302443,0.117585712
451362,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.05237768,0.087149968
451363,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.075093094,0.11561446
451364,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.082251581,0.171806536
451365,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.07049858,0.091454827
451366,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0,0.096957501
451367,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.001623377,NA,0.084049009,0.117143148
451369,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.056716418,NA,0.086880322,0.105706392
451370,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.002663116,NA,0.12178086,0.155444429
451371,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.003752345,NA,0.155197252,0.179682456
451372,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.038043478,NA,0.111552729,0.16590022
451373,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.255256174,0.281883741
451374,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.003374578,NA,0.015783693,0.019222501
451375,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.173366639,0.180508312
451376,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.004201681,NA,0.048148791,0.070534819
451377,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.052935515,NA,0.102813581,0.166055498
451378,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.003506311,NA,0.049383987,0.079751593
451379,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.009171135,0.031527705
451380,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.005006258,NA,0.072327045,0.096938087
451381,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005405405,NA,0.114800063,0.129046779
451382,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.002352941,NA,0.035721267,0.044733706
451384,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.048484848,NA,0.079086884,0.134280896
451385,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.017073171,NA,0.094452427,0.190776751
451386,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.173208191,NA,0.092840169,0.113626431
451387,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.014904187,NA,0.160651524,0.182847927
451389,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.147616447,0.267389125
451390,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.007454739,NA,0.059228513,0.070965217
451391,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005175983,NA,0.18878945,0.306640169
451392,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.000698324,NA,0.056546816,0.09403752
451393,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0,NA,0.251589951,1.358563391
451394,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.038624721,0.057945056
451395,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.00862069,NA,0.065697372,0.076265225
451396,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.060840031,0.562503197
451397,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.040201005,NA,0.094413595,0.130802726
451990,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
452016,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002392344,NA,0,0
452018,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
452022,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452023,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452028,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452029,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0,0
452032,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002857143,NA,0,0
452034,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452035,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452038,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452039,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
452041,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
